cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,ck_av_wd,ck_av_dp,ck_n_wd,ck_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_balance_ratio
1363071,13630713,SV,0,2167.05,1083.77,,,,,,,,,-156.3233333,66.05,12,12,0.500113057
1363187,13631872,CK,0,368.7,22.94,,,,,-104.203913,526.4853846,69,13,,,,,0.062218606
1363254,4.56114E+15,CC,1,1039.87,31.04,-121.7510811,460.6883333,37,12,,,,,,,,,0.029849885
1363434,13634342,CK,1,5344.31,22.53,,,,,-214.3967241,395.1794444,58,18,,,,,0.004215699
1362610,4.56114E+15,CC,1,720.85,545.57,-118.9915152,373.8318182,33,11,,,,,,,,,0.756842616
1363064,13630643,SV,1,220.97,1103.03,,,,,,,,,-65.552,85.42111111,10,18,4.991763588
1363084,4.56114E+15,CC,1,0,1700,-154.7815385,111.08,13,3,,,,,,,,,
1362844,13628443,SV,1,142.75,1493.41,,,,,,,,,-82.10333333,87.7752381,6,21,10.46171629
1363090,13630902,CK,1,304.52,0,,,,,-34.97809524,30.71571429,21,14,,,,,0
1362674,13626743,SV,0,128.4,8.21,,,,,,,,,-71.74714286,42.44888889,7,9,0.06394081
1362793,13627932,CK,0,3699.71,291.67,,,,,-129.065,240.8811111,60,18,,,,,0.078835909
1363305,13633052,CK,1,315.42,31.9,,,,,-63.67029851,248.899375,67,16,,,,,0.101134995
1362567,13625673,SV,1,3314.95,5143.26,,,,,,,,,-155.1240909,169.0774194,22,31,1.551534714
1362562,13625622,CK,1,7997.57,5521.65,,,,,-315.9638462,536.8107692,52,26,,,,,0.690415964
1362782,13627822,CK,0,171.84,41.6,,,,,-87.43136364,402.8735714,66,14,,,,,0.242085661
1363389,13633892,CK,1,2580.12,300.18,,,,,-77.04424242,140.249,66,20,,,,,0.116343426
1363192,4.56114E+15,CC,1,339.72,1000,-86.26263158,92.63083333,19,12,,,,,,,,,2.943600612
1362680,4.56114E+15,CC,1,0,1000,-98.5865,490.25,20,2,,,,,,,,,
1362770,4.56114E+15,CC,0,3645.16,20,-327.8580556,1438.259091,36,11,,,,,,,,,0.005486728
1363141,13631413,SV,1,177.33,528.57,,,,,,,,,-75.945,47.94,8,20,2.980713923
1362791,4.56114E+15,CC,1,3115.73,157.42,-138.8792857,802.4845455,42,11,,,,,,,,,0.050524275
1362622,13626222,CK,1,4702.27,890.53,,,,,-207.866875,431.4468182,64,22,,,,,0.189383
1362619,13626193,SV,1,1099.65,1133.1,,,,,,,,,,2.7875,,12,1.03041877
1362487,13624872,CK,1,2781.07,1401.21,,,,,-72.2425,66.64785714,32,14,,,,,0.503838451
1362902,4.56114E+15,CC,1,273.45,346.97,-112.6415686,472.9208333,51,12,,,,,,,,,1.268860852
1362502,13625023,SV,1,228.81,697.68,,,,,,,,,-95.21666667,44.44705882,3,17,3.049167431
1363402,4.56114E+15,CC,1,1119.41,1200,-67.123,120.4566667,20,12,,,,,,,,,1.071993282
1362826,13628263,SV,1,138.57,425.08,,,,,,,,,-83.14,41.30647059,5,17,3.067619254
1362573,13625732,CK,1,5292.05,1045.47,,,,,-231.66,574.8888889,63,18,,,,,0.197554823
1363113,13631133,SV,1,1205.12,1241.78,,,,,,,,,,3.475,,12,1.030420207
1363261,13632613,SV,0,676.68,289.89,,,,,,,,,-128.664,90.77470588,15,17,0.428400426
1362877,4.56114E+15,CC,1,64.64,80,-96.47058824,162.555,17,10,,,,,,,,,1.237623762
1363307,13633072,CK,1,2763.73,314.27,,,,,-114.3256364,213.2472222,55,18,,,,,0.113712266
1362759,13627593,SV,1,214.89,79.52,,,,,,,,,-165.984,117.7195,15,20,0.370049793
1363093,4.56114E+15,CC,1,254.38,1000,-92.37944444,86.64583333,18,12,,,,,,,,,3.931126661
1362694,4.56114E+15,CC,1,1156.23,1360.3,-206.2608889,762.9275,45,12,,,,,,,,,1.176496026
1363044,4.56114E+15,CC,1,150.3,523.08,-131.5429412,372.8909091,34,11,,,,,,,,,3.480239521
1362985,13629852,CK,1,1067.03,65.82,,,,,-64.56692308,245.8184615,65,13,,,,,0.061685238
1362714,4.56114E+15,CC,1,175.29,457.29,-113.6364444,402.8425,45,12,,,,,,,,,2.608762622
1362668,13626683,SV,1,213.91,1470.67,,,,,,,,,-59.73615385,78.205,13,26,6.875181151
1362980,13629803,SV,1,232,310.32,,,,,,,,,-154.21,70.9852,11,25,1.337586207
1363008,13630082,CK,1,4914.54,23.16,,,,,-210.2191304,227.5571429,46,21,,,,,0.004712547
1362742,13627422,CK,1,2647.42,2562.66,,,,,-7.279411765,3.249166667,17,12,,,,,0.967983924
1362721,4.56114E+15,CC,1,0,1000,-93.55090909,533.08,22,2,,,,,,,,,
1362640,4.56114E+15,CC,1,1452.79,751.28,-123.2456863,588.1558333,51,12,,,,,,,,,0.51712911
1362571,4.56114E+15,CC,1,646.48,959.28,-120.1655556,73.30583333,9,12,,,,,,,,,1.483851009
1362784,4.56114E+15,CC,1,2555.71,2764.67,-300.7042857,710.4783333,28,12,,,,,,,,,1.081762015
1362839,4.56114E+15,CC,1,3640.88,3783.62,-247.0513415,1693.55,82,12,,,,,,,,,1.039204808
1363218,4.56114E+15,CC,1,632.92,1100,-111.0386885,532.105,61,12,,,,,,,,,1.737976364
1362726,4.56114E+15,CC,1,1836.21,918.66,-103.4389655,330.9116667,29,12,,,,,,,,,0.500302253
1362480,13624803,SV,1,707.09,1187.97,,,,,,,,,-358.21,106.3977778,4,18,1.680083158
1363288,4.56114E+15,CC,1,1886.71,1980.9,-201.2891429,597.3125,35,12,,,,,,,,,1.049922882
1362831,4.56114E+15,CC,1,4881.13,5600,-322.5735,547.3583333,20,12,,,,,,,,,1.147275324
1362893,13628933,SV,1,290.57,976.43,,,,,,,,,-128.2625,66.60611111,4,18,3.360395086
1362602,13626022,CK,1,428.9,626.79,,,,,-51.47285714,253.3993333,70,15,,,,,1.461389601
1362556,4.56114E+15,CC,0,1433.94,20,-241.5811538,986.71875,26,8,,,,,,,,,0.013947585
1362624,4.56114E+15,CC,1,632.75,1400,-157.8013514,428.3591667,37,12,,,,,,,,,2.212564204
1362875,4.56114E+15,CC,1,2810.91,3000,-102.8358333,221.575,24,12,,,,,,,,,1.06727003
1362654,13626543,SV,1,784.53,622.46,,,,,,,,,-137.846,35.144,5,15,0.793417715
1362703,13627032,CK,1,3649.18,107.33,,,,,-152.5983824,325.4685714,68,21,,,,,0.029412087
